0,55.4763675,10.3287546,26.36,355
1,55.4763669,10.3287146,26.26,357
2,55.4763440,10.3286492,26.22,359
3,55.4763223,10.3285775,26.16,358
4,55.4762989,10.3285040,26.12,0
5,55.4762760,10.3284286,26.13,1
6,55.4762534,10.3283548,26.19,1
7,55.4762432,10.3282972,26.20,359
8,55.4762775,10.3282511,26.19,0
9,55.4763084,10.3282111,26.21,359
10,55.4763290,10.3282553,26.18,1
11,55.4763500,10.3283256,26.19,0
12,55.4763732,10.3283986,26.18,0
13,55.4763973,10.3284697,26.22,0
14,55.4764202,10.3285425,26.28,0
15,55.4764447,10.3286156,26.27,359
16,55.4764669,10.3286495,26.34,358
17,55.4765041,10.3286084,26.34,359
18,55.4765311,10.3285696,26.25,358
19,55.4765131,10.3285066,26.18,1
20,55.4764919,10.3284342,26.20,0
21,55.4764693,10.3283638,26.20,0
22,55.4764468,10.3282915,26.18,358
23,55.4764236,10.3282150,26.15,0
24,55.4764011,10.3281432,26.12,0
25,55.4763808,10.3281291,25.93,32
26,55.4763251,10.3282003,24.65,121
27,55.4762555,10.3282999,22.93,143
28,55.4761831,10.3284085,21.14,144
